status,city,year,state,total_tract_income,total_households_with_income,percent_householdsbelow50k_of_total,total_households_income_below_50k,total_households_income_50k_and_100k,total_households_income_100k_plus,bucket_annual_income_household,median_annual_income_individual,total_housing_units,occupied_housing_units,vacant_housing_units,median_monthly_housing_costs,total_households,total_rent_burden_normal,total_rent_burden_moderate,total_rent_burden_severe,percent_rent_burden_normal,percent_rent_burden_moderate,percent_rent_burden_severe,median_gross_rent_burden,avg_household_size,total_population,total_25_and_older,total_highest_not_graduate_hs,total_highest_graduate_hs,total_highest_college_degree,percent_graduate_hs,percent_no_college_degree,percent_college_degree,total_3_to_24,total_enrolled_pre_college,total_enrolled_higher_education,total_not_enrolled,total_employable,total_employed,complete_plumbing_occupied_housing,lacking_plumbing_occupied_housing,total_all_races,total_white_non_hispanic,total_african_american,total_native_american,total_asian,total_hispanic,total_other,percent_african_american,percent_native_american,percent_hispanic,percent_urm,total_all_ages,total_0_4,total_5_17,total_18_24,total_25_39,total_40_54,total_55_64,total_65_plus,percent_0_4,percent_5_17,percent_18_24,percent_children,percent_youth,percent_elderly
underbanked,Bedford,2019,NY,1093681700,3136,10.6505102,334,399,2403,399292,146609,3627,3136,491,7512,313,190,23,49,60.7028754,7.348242812,15.65495208,52.9,6.15,9706,6129,214,794,5121,96.50840268,16.44640235,83.55359765,3379,2565,369,445,7448,4569,3136,0,9706,8119,183,0,435,424,545,1.885431692,0,4.368431898,6.25386359,9706,382,2350,845,831,2153,1709,1436,3.93570987,24.21182774,8.705955079,28.14753761,36.85349268,14.79497218
underbanked,Bend,2019,OR,4662635600,50236,36.54948642,18361,16559,15316,1140518,526095,55971,50236,5735,22430,17357,7881,3965,4263,45.40531198,22.84380941,24.56069597,469.1,39.81,125506,90835,4377,41263,45195,95.18137282,50.24494963,49.75505037,30856,20552,2295,8009,101935,66084,50047,189,125506,109411,684,722,1771,7876,5042,0.5449938648,0.5752713018,6.275397192,7.395662359,125506,6763,19647,8261,26154,24830,17799,22052,5.388587,15.65423167,6.582155435,21.04281867,27.6249741,17.57047472
underbanked,Binghamton,2019,NY,1770852300,27571,55.23557361,15229,7592,4750,921503,506328,32103,27571,4532,16831,12665,4935,2871,3953,38.96565338,22.66877221,31.21200158,744.7,47.53,64998,43358,5117,21191,17050,88.19825638,60.67623045,39.32376955,19501,10050,4907,4544,54014,31658,27532,39,64998,50308,5862,150,2542,1341,4795,9.018739038,0.2307763316,2.063140404,11.31265577,64998,3478,8994,9168,12046,11122,8985,11205,5.350933875,13.83734884,14.10504939,19.18828272,33.2933321,17.23899197
underbanked,Birmingham,2019,AL,13245286400,151379,47.68032554,72178,39354,39847,5598205,3006763,180786,151379,29407,95784,63744,28824,13702,15737,45.21837349,21.49535643,24.68781376,3018.3,237.18,374607,256785,23711,111818,121256,90.76620519,52.77917324,47.22082676,103571,65475,17172,20924,301188,187944,150685,694,374607,167942,177536,893,7978,7866,12392,47.39260078,0.2383831589,2.099800591,49.73078453,374607,23782,58766,35274,80326,68123,49720,58616,6.348519916,15.6873737,9.416268249,22.03589362,31.45216187,15.64733174
underbanked,Blacksburg,2019,VA,1687276700,19976,46.67601121,9324,5306,5346,483466,239547,22909,19976,2933,9243,10923,4053,1529,3560,37.10519088,13.9979859,32.59177882,313,22.83,59991,27980,1322,8035,18623,95.27519657,33.4417441,66.5582559,30479,5591,22668,2220,53433,27969,19878,98,59991,47317,3003,270,5869,1595,1937,5.005750863,0.4500675101,2.658732143,8.114550516,59991,2188,5237,24586,10383,7049,4641,5907,3.647213749,8.72964278,40.98281409,12.37685653,53.35967062,9.846476972
underbanked,Bloomington,2019,IL,3562482500,36627,35.38373331,12960,10929,12738,1607225,894739,39548,36627,2921,23324,12857,7501,1830,2432,58.34175935,14.23349148,18.91576573,550.4,55.47,91926,60105,2767,24229,33109,95.39638965,44.91473255,55.08526745,28421,17961,5440,5020,72600,48679,36467,160,91926,69505,8142,253,6807,3855,3364,8.857124209,0.2752213737,4.193590497,13.32593608,91926,5996,15974,9851,19618,17661,11219,11607,6.522637774,17.37702065,10.71622827,23.89965842,34.61588669,12.62646041
underbanked,Bloomington,2019,IN,3765815000,50756,51.08164552,25927,13603,11226,1468893,737292,56398,50756,5642,26896,23719,8706,5103,8143,36.70475147,21.51439774,34.33112694,999.3,67.51,134554,75505,5615,28599,41291,92.5634064,45.31355539,54.68644461,56048,16612,31442,7994,116234,71064,50663,93,134554,111006,4333,330,9619,3761,5505,3.220268442,0.2452546933,2.795160307,6.260683443,134554,5947,14734,38368,27089,18694,13337,16385,4.419786851,10.95025046,28.51494567,15.37003731,43.88498298,12.17726712
underbanked,Boulder,2019,CO,5892778400,49752,36.52918476,18174,11976,19602,2322329,1046949,53007,49752,3255,45626,23467,8315,5286,8789,35.43273533,22.52524822,37.452593,958.9,64.96,123797,74437,2090,13351,58996,97.19225654,20.74371616,79.25628384,47158,14340,26444,6374,109803,72856,49632,120,123797,100247,1314,249,6573,8989,6425,1.061415059,0.2011357303,7.26108064,8.523631429,123797,3778,12414,33168,26970,19268,12668,15531,3.051770237,10.02770665,26.7922486,13.07947689,39.87172549,12.54553826
underbanked,Bowling Green,2019,KY,3310628400,42311,47.16740328,19957,13201,9153,1107284,568776,46413,42311,4102,18141,17513,9214,3291,3811,52.61234512,18.7917547,21.76097756,558.3,51.16,112766,67792,7504,31223,29065,88.9308473,57.12620958,42.87379042,40989,19224,12875,8890,90854,60311,42100,211,112766,89614,9332,203,4577,3839,5201,8.275544047,0.1800188,3.404394942,11.85995779,112766,6895,17956,20123,22386,18777,12208,14421,6.114431655,15.92323927,17.84491779,22.03767093,39.88258872,12.78842914
underbanked,Bridgeport,2019,CT,3505127000,50638,53.15178325,26915,14092,9631,1728727,898886,58552,50638,7914,48361,29450,10716,7284,9970,36.38709677,24.73344652,33.85398981,1505,108.41,145639,93895,22168,48222,23505,76.39064913,74.96671814,25.03328186,46535,29008,8175,9352,115503,77214,50261,377,145639,29254,51098,627,4945,29633,30082,35.08538235,0.4305165512,20.34688511,55.86278401,145639,9255,24416,18073,32491,28121,16757,16526,6.354753878,16.76474021,12.40945077,23.11949409,35.52894486,11.34723529
underbanked,Buffalo,2019,NY,15366539400,222358,50.42993731,112135,64043,46180,6951930,4072137,250583,222358,28225,118145,100442,45165,20304,28067,44.96624918,20.21465124,27.94348978,4451.8,317.03,516104,351894,36596,159994,155304,89.60027736,55.86625518,44.13374482,146395,82940,31787,31668,422575,260169,221460,898,516104,323896,113765,1874,26585,15893,34091,22.04303784,0.3631051106,3.079418102,25.48556105,516104,29719,76433,58058,114422,87382,68112,81978,5.758335529,14.80961202,11.24928309,20.56794755,31.81723064,15.88400787
underbanked,Burlington,2019,NC,2123312300,31526,52.36630083,16509,9153,5864,855857,494227,34983,31526,3457,13975,12616,6300,2619,2839,49.93658846,20.7593532,22.50317058,465.9,41.41,78161,53943,8482,28085,17376,84.27599503,67.7882209,32.2117791,21651,14261,1856,5534,62126,40621,31474,52,78161,43850,18585,190,1608,5289,8639,23.77784317,0.2430879851,6.766801858,30.78773301,78161,4574,13417,6227,15011,15651,10069,13212,5.852023388,17.16584998,7.966888858,23.01787336,30.98476222,16.90357083
underbanked,California,2019,MD,567957200,5428,23.4156227,1271,1888,2269,185734,89366,5744,5428,316,3320,1717,920,445,328,53.58182877,25.91729761,19.10308678,56.9,5.52,14914,9660,852,4280,4528,91.18012422,53.126294,46.873706,4728,3035,558,1135,11667,8273,5376,52,14914,9600,2518,34,506,973,1283,16.8834652,0.227973716,6.524071342,23.63551026,14914,838,2951,1465,3511,3063,1730,1356,5.618881588,19.78677752,9.822985115,25.40565911,35.22864423,9.092128202
underbanked,Canton,2019,OH,3653219900,57896,53.76709963,31129,17257,9510,1428227,805895,64106,57896,6210,23351,22798,11903,5013,4713,52.21072024,21.98877094,20.67286604,917.9,71.71,133787,92859,9323,55927,27609,89.96004695,70.26782541,29.73217459,36962,23066,4715,9181,108490,68085,57700,196,133787,102046,19976,213,1312,2969,7271,14.9311966,0.1592082938,2.219199175,17.30960407,133787,7490,21209,12229,24745,24648,19376,24090,5.59845127,15.85281081,9.140648942,21.45126208,30.59191102,18.00623379
underbanked,Cape Coral,2019,FL,5766930500,69700,40.50789096,28234,25068,16398,1670457,832292,89806,69700,20106,31847,17101,7732,4092,4176,45.21373019,23.92842524,24.41962458,929.8,74.7,192228,145104,12425,84484,48195,91.43717609,66.7858915,33.2141085,41967,28629,4355,8983,162621,92260,69535,165,192228,137936,9992,322,3330,34451,6197,5.197994049,0.1675094159,17.92194685,23.28745032,192228,8128,26055,12941,30116,38253,30142,46593,4.228312213,13.55421687,6.732109786,17.78252908,24.51463887,24.23840439
underbanked,Carbondale,2019,IL,854738000,13716,61.3735783,8418,2779,2519,330413,176161,17295,13716,3579,6318,7956,2430,1790,2806,30.54298643,22.49874309,35.26897939,296.1,17.92,34843,19461,1088,8311,10062,94.40933148,48.29659319,51.70340681,14651,3992,8660,1999,30341,16346,13691,25,34843,23335,7335,201,1576,966,1430,21.0515742,0.5768734036,2.772436357,24.40088397,34843,1318,3755,10309,7192,4831,3129,4309,3.782682318,10.77691358,29.58700456,14.5595959,44.14660046,12.36690296
underbanked,Cedar Rapids,2019,IA,4633668400,58122,40.85200096,23744,19928,14450,1844905,1015964,62618,58122,4496,28907,17230,9613,3601,3317,55.79222287,20.89959373,19.25130586,827.8,71.61,139725,93928,6153,46727,41048,93.44923771,56.29844136,43.70155864,40354,24942,5625,9787,111718,77133,58024,98,139725,115375,10476,404,3370,3648,6452,7.497584541,0.2891393809,2.610842727,10.39756665,139725,9020,22798,13979,30057,24954,17072,21845,6.455537663,16.31633566,10.00465199,22.77187332,32.77652532,15.63428162
underbanked,Chambersburg,2019,PA,1782154000,22458,40.26182207,9042,7973,5443,604703,322702,23942,22458,1484,9246,7826,4475,1663,1240,57.1811909,21.24968055,15.8446205,259.4,24.3,55513,39065,4277,20968,13820,89.0515807,64.62306412,35.37693588,14348,9365,1340,3643,44950,27786,22432,26,55513,43936,3836,288,859,4091,2503,6.910093131,0.5187973988,7.369444995,14.79833553,55513,3170,8757,4521,9644,10302,7320,11799,5.710374147,15.77468341,8.144038333,21.48505755,29.62909589,21.25448093
underbanked,Champaign,2019,IL,3259272200,40704,48.58736242,19777,10829,10098,1191643,660732,45632,40704,4928,22511,21803,9119,4467,5687,41.82451956,20.48800624,26.08356648,731.5,51.94,102103,57658,2875,21149,33634,95.01370148,41.66637761,58.33362239,41343,13128,21380,6835,86424,53209,40650,54,102103,62614,17074,92,13631,4881,3811,16.72232941,0.09010508996,4.780466784,21.59290129,102103,5538,11934,26973,22228,13854,9702,11874,5.423934654,11.68819721,26.41744121,17.11213187,43.52957308,11.62943302
underbanked,Chapel Hill,2019,NC,5656066600,44981,33.43856295,15041,11010,18930,1783741,839406,48644,44981,3663,28708,17148,8055,3562,4524,46.97340798,20.7721017,26.38208537,709.6,56.52,118805,73652,3422,15100,55130,95.3538261,25.14799327,74.85200673,41764,18077,19467,4220,99497,62284,44868,113,118805,81940,13395,433,10656,7095,5286,11.274778,0.3644627751,5.971970877,17.61121165,118805,5511,16235,23407,21256,20510,13597,18289,4.638693658,13.66524978,19.70203274,18.30394344,38.00597618,15.39413324
underbanked,Charleston,2019,SC,7415038900,74671,36.74117127,27435,23738,23498,2948146,1532280,85249,74671,10578,58927,30986,14660,6971,6304,47.31168915,22.49725683,20.34467179,1299.9,101.88,183730,131061,7729,49333,73999,94.10274605,43.53850497,56.46149503,46223,24597,12504,9122,154616,104454,74518,153,183730,127557,42720,164,3807,4557,4925,23.25151037,0.08926141621,2.480269961,25.82104175,183730,10258,21823,20588,49435,30811,23077,27738,5.583192728,11.8777554,11.2055734,17.46094813,28.66652153,15.09715343
underbanked,Charleston,2019,WV,2858659000,39090,51.15630596,19997,10935,8158,1340166,780661,45110,39090,6020,19295,13529,6364,2293,3094,47.03969251,16.9487767,22.86939168,835.2,60.51,87654,63113,6369,32779,23965,89.90857668,62.02842521,37.97157479,21250,13418,1938,5894,72158,41147,38896,194,87654,74475,8496,241,1326,674,2442,9.692655213,0.2749446688,0.7689323933,10.73653227,87654,4810,12688,7043,15824,16875,13511,16903,5.487484884,14.47509526,8.035001255,19.96258014,27.9975814,19.28377484
underbanked,Charlottesville,2019,VA,5221710600,48015,35.8596272,17218,13556,17241,1956457,971722,52607,48015,4592,34661,22248,10330,4816,5294,46.43113988,21.64688961,23.79539734,881.6,66.08,123709,82238,6735,25574,49929,91.81035531,39.28719084,60.71280916,37692,17448,14938,5306,103978,65117,47942,73,123709,88467,16309,339,8353,6037,4204,13.18335772,0.2740301837,4.880000647,18.33738855,123709,6348,15623,19500,27788,20756,14642,19052,5.131397069,12.62883056,15.76279818,17.76022763,33.52302581,15.400658
underbanked,Chattanooga,2019,TN,7185241100,98694,52.04571706,51366,28054,19274,2728299,1561439,111373,98694,12679,49632,43599,20084,11360,9013,46.06527673,26.05564348,20.67249249,1758.3,128.07,234773,164986,19008,82303,63675,88.47902246,61.40581625,38.59418375,61439,35254,11064,15121,192892,120636,98487,207,234773,145709,62757,372,5527,11590,8818,26.73092732,0.1584509292,4.93668352,31.82606177,234773,14308,32619,22860,52627,42009,30803,39547,6.094397567,13.8938464,9.737065165,19.98824396,29.72530913,16.84478198
underbanked,Chicago,2019,IL,1.01E+11,1071311,44.26380388,474203,281540,315568,48035922,26997973,1219443,1071311,148132,998131,588468,283619,129732,140826,48.1961636,22.04571871,23.93095292,25513.6,2074.37,2722396,1884037,280109,752547,851381,85.13251067,54.81081316,45.18918684,734998,449555,114021,171422,2213090,1480310,1067430,3881,2722396,906995,805320,8529,180275,455398,365879,29.5812953,0.3132902047,16.72783827,46.62242378,2722396,172128,397088,269143,745541,500291,298575,339630,6.322665769,14.585975,9.886254608,20.90864077,30.79489538,12.47540769
underbanked,Chico,2019,CA,3464054300,41638,45.91478938,19118,11424,11096,1308820,627903,46124,41638,4486,27376,21573,8289,5264,6963,38.42302879,24.40087146,32.27645668,846.4,58.5,109037,65624,4985,28975,31664,92.40369377,51.74935999,48.25064001,39751,16687,15294,7770,90653,58422,41373,265,109037,78291,2072,682,5105,11500,11387,1.900272385,0.6254757559,10.54687858,13.07262672,109037,5773,15168,22472,22310,16561,11426,15327,5.294533048,13.91087429,20.60951787,19.20540734,39.81492521,14.05669635
underbanked,Cleveland,2019,OH,8754901100,178976,67.772774,121297,40260,17419,5647627,3731506,221692,178976,42716,126643,103650,45745,21033,27187,44.13410516,20.29232996,26.22961891,6142.3,396.86,403006,273148,50749,151530,70869,81.42069501,74.05472491,25.94527509,115130,70528,14834,29768,325629,193434,177931,1045,403006,144724,188944,2077,11196,24547,31518,46.88366923,0.5153769423,6.090976313,53.49002248,403006,24856,62882,42120,88690,72039,55361,57058,6.167650109,15.60324164,10.4514573,21.77089175,32.22234905,14.15810186
underbanked,Cleveland,2019,TN,2818697800,40192,48.95252787,19675,12665,7852,930379,480660,43736,40192,3544,15281,13850,6762,3115,2472,48.82310469,22.49097473,17.84837545,563.3,47.67,105749,72026,10570,39321,22135,85.32474384,69.2680421,30.7319579,30110,18259,5384,6467,85224,51918,40108,84,105749,90403,5358,149,1277,4598,3964,5.066714579,0.1408996775,4.34803166,9.555645916,105749,6054,17300,10369,19815,20972,13453,17786,5.724876831,16.35949276,9.805293667,22.08436959,31.88966326,16.81907158
underbanked,Coeur d'Alene,2019,ID,1302983600,17856,50.80645161,9072,5190,3594,543054,286207,21051,17856,3195,9721,7728,3530,2197,1614,45.67805383,28.42908903,20.88509317,301.7,22.99,41711,29414,2137,15925,11352,92.73475216,61.40613313,38.59386687,10726,6007,1045,3674,34311,20894,17736,120,41711,38035,125,366,242,1495,1448,0.2996811393,0.8774663758,3.584186426,4.761333941,41711,2423,5682,4192,8253,6853,5751,8557,5.809019204,13.62230587,10.05010669,19.43132507,29.48143176,20.51497207
underbanked,College Station,2019,TX,3594540300,45093,50.80389417,22909,11024,11160,1239898,632811,51633,45093,6540,26068,26935,10093,5286,9794,37.47169111,19.6250232,36.36161129,834.7,58.42,125461,58255,3288,17503,37464,94.35584928,35.68964037,64.31035963,63470,16061,39591,7818,106620,63909,45084,9,125461,81697,9009,324,11901,17206,5324,7.180717514,0.2582475829,13.71422195,21.15318705,125461,6498,14599,46109,25417,15120,8185,9533,5.179298746,11.63628538,36.75165988,16.81558413,53.567244,7.598377185
underbanked,Colorado Springs,2019,CO,19778630500,223158,36.4732611,81393,75359,66406,7827664,3908205,235420,223158,12262,142941,83265,38624,22408,19290,46.38683721,26.91166757,23.16699694,3520.1,295.22,587471,387048,23472,172567,191009,93.93563589,50.64979021,49.35020979,177341,110010,19893,47438,462676,311484,222469,689,587471,402226,38231,4525,16858,61240,64391,6.507725488,0.7702507868,10.42434435,17.70232063,587471,39446,100643,60334,135648,104515,70406,76479,6.714544207,17.13156905,10.27012397,23.84611325,34.11623723,13.01834474
underbanked,Columbia,2019,SC,9956287300,124788,48.88050133,60997,37188,26603,4295187,2459607,143127,124788,18339,80141,57129,25205,13667,15138,44.11944897,23.92305134,26.49792575,2721.3,193.57,326177,205233,17642,88041,99550,91.40391652,51.49415542,48.50584458,109226,50430,27839,30957,269806,177338,124431,357,326177,140763,148738,623,10543,8831,16679,45.60039488,0.1910005917,2.707425723,48.49882119,326177,18721,44530,57693,71270,53864,36777,43322,5.739521793,13.65209687,17.68763585,19.39161866,37.07925452,13.2817458
underbanked,Columbus,2019,GA,5108156900,72759,53.2923762,38775,21173,12811,2236129,1281778,84723,72759,11964,45644,37823,17718,8610,9493,46.8445126,22.76392671,25.09848505,1732.5,132.92,195739,127141,15197,67495,44449,88.04712878,65.0396017,34.9603983,60395,38362,8266,13767,152236,92275,72612,147,195739,78974,90580,824,4840,5867,14654,46.27590822,0.420968739,2.997358728,49.69423569,195739,14181,34308,20109,44769,34204,22723,25445,7.244851563,17.52742172,10.27337424,24.77227328,35.04564752,12.99945335
underbanked,Columbus,2019,OH,22749731300,309158,48.83910492,150990,94852,63316,10405023,5928413,343268,309158,34110,196067,168140,85083,36301,38563,50.60247413,21.58974664,22.93505412,6022.8,483.49,774126,506485,57066,237793,211626,88.73293385,58.21672902,41.78327098,233215,127374,49988,55853,616555,422036,308107,1051,774126,430571,227276,2094,36500,28717,48968,29.35904491,0.270498601,3.70960283,33.33914634,774126,56234,117879,93528,205450,129986,85329,85720,7.264192134,15.22736609,12.08175413,22.49155822,34.57331235,11.0731328
underbanked,Corpus Christi,2019,TX,8400660200,111357,45.84534425,51052,34517,25788,4037738,2113605,124018,111357,12661,71902,48960,24685,11287,10818,50.41870915,23.05351307,22.09558824,2046.2,198.37,313249,202452,35018,108078,59356,82.70306048,70.68144548,29.31855452,98356,60300,12686,25370,244352,153850,110712,645,313249,86043,13168,1462,7270,193901,11405,4.203684609,0.4667213622,61.89995818,66.57036415,313249,21647,56156,32994,68084,55089,37315,41964,6.910476969,17.92695268,10.5328349,24.83742965,35.37026455,13.39637158
underbanked,Daphne,2019,AL,1481837100,15132,31.23182659,4726,4957,5449,288098,133178,16721,15132,1589,4831,3835,2096,814,698,54.65449804,21.22555411,18.20078227,110.1,11.32,42618,27794,989,11635,15170,96.44167806,45.41987479,54.58012521,13700,9230,978,3492,32511,21456,15063,69,42618,32915,6787,0,565,870,1481,15.92519593,0,2.041390962,17.96658689,42618,2865,8591,3368,8919,8043,4996,5836,6.722511615,20.15814914,7.90276409,26.88066075,34.78342484,13.69374443
underbanked,Davenport,2019,IA,3058655700,41555,48.50679822,20157,13013,8385,1661656,954406,46528,41555,4973,27591,15314,7073,3642,3575,46.18649602,23.78216011,23.34465195,999,78.53,105632,71199,6754,38660,25785,90.51391171,63.78460372,36.21539628,30554,18952,4025,7577,84026,53069,41441,114,105632,79070,11555,465,2368,7494,4680,10.93892002,0.4402075129,7.094441078,18.47356862,105632,6732,17379,10322,22901,18451,13702,16145,6.373068767,16.45240079,9.771660103,22.82546955,32.59712966,15.28419418
underbanked,Dayton,2019,OH,11116082100,160993,51.89542402,83548,45801,31644,5656546,3234503,186591,160993,25598,97396,67539,33388,14745,15434,49.43514118,21.8318305,22.85198182,3445.6,261.43,383708,260382,28868,135219,96295,88.91321213,63.01779693,36.98220307,108482,66140,20085,22257,308752,187905,160583,410,383708,253528,92419,984,8689,8581,19507,24.08576313,0.2564450051,2.236335964,26.5785441,383708,23629,61097,38600,77817,67421,50923,64221,6.158068114,15.92278503,10.05973292,22.08085315,32.14058607,16.7369458
underbanked,Deltona,2019,FL,1758029300,25765,46.13623132,11887,9978,3900,694057,339065,28274,25765,2509,13579,5530,2591,1113,1482,46.85352622,20.12658228,26.79927667,397.7,39.65,78960,53732,6084,31921,15727,88.67713839,70.73066329,29.26933671,22335,15141,2615,4579,62724,36840,25695,70,78960,38703,10040,82,1324,20283,8528,12.71529889,0.1038500507,25.68768997,38.50683891,78960,4760,13788,6680,15929,15399,10065,12339,6.028368794,17.46200608,8.459979737,23.49037487,31.95035461,15.6268997
underbanked,Denver,2019,CO,33543281000,331128,36.69034331,121492,99431,110205,11932261,6552452,353522,331128,22394,228598,166392,83316,40633,36200,50.07211885,24.42004423,21.75585365,4841.1,391.85,785611,562319,69518,192846,299955,87.63726639,46.65750224,53.34249776,193115,120726,24214,48175,642323,465876,330344,784,785611,417076,73431,7283,27831,177609,82381,9.346992341,0.9270491376,22.60775371,32.88179519,785611,48234,109742,65316,247397,146305,79509,89108,6.139679816,13.96899992,8.314038373,20.10867974,28.42271811,11.34250921
underbanked,Des Moines,2019,IA,6384531100,87747,46.49959543,40802,29407,17538,3180356,1775128,95246,87747,7499,54498,34521,17137,7263,8193,49.64224675,21.03936734,23.73337968,1696.4,142.84,220048,146025,19459,75016,51550,86.67419962,64.69782571,35.30217429,64993,39902,8338,16753,174434,121438,87522,225,220048,148608,23971,885,12641,20879,13064,10.89353232,0.4021849778,9.488384353,20.78410165,220048,14897,36413,22713,52098,40053,26554,27320,6.76988657,16.54775322,10.32183887,23.31763979,33.63947866,12.41547299
underbanked,Detroit,2019,MI,12271165100,256614,69.56830103,178522,55444,22648,8756038,5615730,351231,256614,94617,204238,136308,48160,30771,41594,35.33174869,22.57461044,30.51471667,10967.5,715.83,653235,423267,79344,246846,97077,81.25438553,77.06483142,22.93516858,201957,126347,19473,56137,508172,277384,253770,2844,653235,66878,517662,2517,5384,27968,32826,79.24590691,0.3853130956,4.28146073,83.91268074,653235,47087,115749,67132,137075,116975,80119,89098,7.208278797,17.71935062,10.27685289,24.92762941,35.20448231,13.63950186
underbanked,Dover,2019,DE,2043343100,27494,47.77405979,13135,8467,5892,858867,434574,30260,27494,2766,17165,11414,4477,3304,2949,39.22376029,28.94690731,25.83669178,542.3,39.97,73632,47026,6116,25040,15870,86.99442861,66.25271127,33.74728873,23601,12161,5651,5789,59047,35571,27483,11,73632,38210,24970,840,1941,3269,4402,33.91188614,1.140808344,4.439645806,39.49234029,73632,4693,11588,10325,14910,11491,8976,11649,6.373587571,15.73772273,14.0224359,22.1113103,36.1337462,15.82056714
underbanked,Durham,2019,NC,10570106500,120514,41.49393431,50006,35797,34711,3525402,1985639,130298,120514,9784,64185,54883,26719,13699,12000,48.68356322,24.96037024,21.86469399,1655.5,135.66,298171,203105,24623,66712,111770,87.87671401,44.96935083,55.03064917,83230,49114,15769,18347,239737,163180,120221,293,298171,126089,108585,651,14719,28633,19494,36.41702245,0.2183310919,9.602878885,46.23823242,298171,19915,44507,30644,75036,55279,34266,38524,6.679053295,14.9266696,10.27732409,21.60572289,31.88304698,12.92010289
underbanked,East Cleveland,2019,OH,288531600,8235,82.80510018,6819,1059,357,249946,179998,13297,8235,5062,6942,5680,2311,1080,1653,40.68661972,19.01408451,29.10211268,406.5,23.3,17200,11971,2111,7736,2124,82.36571715,82.25712138,17.74287862,4343,2579,358,1406,13981,7029,8147,88,17200,1085,15549,84,101,35,346,90.40116279,0.488372093,0.2034883721,91.09302326,17200,1242,2367,1620,2880,2754,2463,3874,7.220930233,13.76162791,9.418604651,20.98255814,30.40116279,22.52325581
underbanked,East Hartford,2019,CT,1458625400,19046,44.18775596,8416,5594,5036,862911,444473,20976,19046,1930,17364,7902,3339,1851,2349,42.25512528,23.42444951,29.72665148,447,36.38,50272,33854,5631,18521,9702,83.36681042,71.34164353,28.65835647,14413,8864,1910,3639,40824,28108,18964,82,50272,16786,13318,390,1826,10930,7022,26.49188415,0.7757797581,21.74172502,49.00938892,50272,3378,7720,5320,10423,10083,6100,7248,6.719446213,15.35646085,10.58243157,22.07590707,32.65833864,14.41756843
underbanked,East Palo Alto,2019,CA,653572500,5261,28.41665083,1495,1459,2307,239355,87281,5564,5261,303,6242,2324,1141,389,612,49.09638554,16.7383821,26.33390706,98.9,12.89,21938,13795,4466,6062,3267,67.62595143,76.31750634,23.68249366,7484,4935,899,1650,17073,12241,5214,47,21938,1967,3023,406,1112,4979,10451,13.77974291,1.85067007,22.69577901,38.326192,21938,1071,4734,2338,5391,4788,1729,1887,4.881940013,21.57899535,10.65730696,26.46093536,37.11824232,8.601513356
underbanked,East St Louis,2019,IL,652251600,16373,76.91321077,12593,2923,857,365030,285989,21750,16373,5377,9598,8777,2875,1825,2814,32.75606699,20.79298166,32.0610687,626.8,39.38,40429,26393,5057,16728,4608,80.83961656,82.54082522,17.45917478,12353,8267,665,3421,31078,16062,16243,130,40429,1568,37817,154,101,157,632,93.5392911,0.38091469,0.388335106,94.3085409,40429,2746,7654,3636,7392,6648,5639,6714,6.792154147,18.93195478,8.993544238,25.72410893,34.71765317,16.60689109
underbanked,East Stroudsburg,2019,PA,1333861200,14976,37.84054487,5667,5067,4242,522667,228667,20092,14976,5116,10511,4071,1843,907,1098,45.27143208,22.2795382,26.97126013,262.9,23.29,45087,30312,2853,16795,10664,90.58788599,64.81921351,35.18078649,13874,7779,3064,3031,37565,23710,14958,18,45087,26613,8528,252,1153,4402,4139,18.91454299,0.5589194224,9.763346419,29.23680884,45087,1967,6796,6012,7702,9222,6482,6906,4.362676603,15.07308093,13.33422051,19.43575754,32.76997804,15.3170537
underbanked,El Monte,2019,CA,2071746000,29811,51.33004596,15302,9674,4835,1221771,521466,31086,29811,1275,32225,17956,6079,5180,6008,33.85497884,28.84829583,33.45956783,958.3,97.3,116695,77195,31988,31418,13789,58.56208304,82.13744413,17.86255587,35653,22458,5282,7913,92681,56354,29730,81,116695,3960,648,968,33537,41404,36178,0.5552937144,0.8295128326,35.48052616,36.8653327,116695,6843,20486,12171,25517,23172,13197,15309,5.864004456,17.55516517,10.42975277,23.41916963,33.8489224,13.118814
underbanked,El Paso,2019,TX,16518305700,241401,51.64684488,124676,72438,44287,6544997,3339791,266635,241401,25234,114978,96077,45377,23937,19666,47.22982608,24.91439158,20.46899882,4255.4,414.48,735580,452997,91017,212440,149540,79.90781396,66.98874385,33.01125615,249366,158074,36066,55226,558018,348237,240509,892,735580,91167,25466,4304,9794,503172,101677,3.462029963,0.5851165067,68.40479622,72.45194268,735580,55598,144837,82148,155897,131168,76740,89192,7.558389298,19.69017646,11.16778596,27.24856576,38.41635172,12.12539765
underbanked,Elkhart,2019,IN,2421920700,36619,49.59720364,18162,12329,6128,931506,520868,41615,36619,4996,15127,12474,5966,2736,2821,47.82748116,21.93362193,22.61503928,556.6,50.53,99411,64603,12213,37023,15367,81.09530517,76.21317895,23.78682105,29856,20367,1715,7774,76124,48453,36545,74,99411,68442,9319,297,901,13791,6661,9.374214121,0.2987596946,13.87271026,23.54568408,99411,7703,18740,8365,19354,19056,12125,14068,7.748639487,18.85103258,8.414561769,26.59967207,35.01423384,14.15135146
