status,city,year,state,total_tract_income,total_households_with_income,percent_householdsbelow50k_of_total,total_households_income_below_50k,total_households_income_50k_and_100k,total_households_income_100k_plus,bucket_annual_income_household,median_annual_income_individual,total_housing_units,occupied_housing_units,vacant_housing_units,median_monthly_housing_costs,total_households,total_rent_burden_normal,total_rent_burden_moderate,total_rent_burden_severe,percent_rent_burden_normal,percent_rent_burden_moderate,percent_rent_burden_severe,median_gross_rent_burden,avg_household_size,total_population,total_25_and_older,total_highest_not_graduate_hs,total_highest_graduate_hs,total_highest_college_degree,percent_graduate_hs,percent_no_college_degree,percent_college_degree,total_3_to_24,total_enrolled_pre_college,total_enrolled_higher_education,total_not_enrolled,total_employable,total_employed,complete_plumbing_occupied_housing,lacking_plumbing_occupied_housing,total_all_races,total_white_non_hispanic,total_african_american,total_native_american,total_asian,total_hispanic,total_other,percent_african_american,percent_native_american,percent_hispanic,percent_urm,total_all_ages,total_0_4,total_5_17,total_18_24,total_25_39,total_40_54,total_55_64,total_65_plus,percent_0_4,percent_5_17,percent_18_24,percent_children,percent_youth,percent_elderly
banked,Roswell,2019,GA,4967456900,34877,24.25667345,8460,8398,18019,1750896,783265,36964,34877,2087,26811,9577,4673,2729,1816,48.79398559,,,452.8,44.02,95573,65511,4275,17865,43371,93.47437835,33.79585108,66.20414892,26218,19870,2015,4333,74528,51971,34873,4,95573,63110,12051,201,4077,10839,5295,12.60920971,0.2103104433,11.34106913,24.16058929,95573,6665,17280,6117,17780,21721,12918,13092,6.973726889,18.0804202,6.400343193,25.05414709,31.45449028,13.69842947
banked,Round Rock,2019,TX,6009606800,52399,22.89165824,11995,17938,22466,2150238,970015,56885,52399,4486,37095,19327,10156,5309,3322,52.54824856,,,647.3,73.66,166624,105860,7048,45077,53735,93.34215001,49.23956169,50.76043831,54741,39067,4579,11095,126178,95137,52283,116,166624,82878,17133,270,13169,40591,12583,10.2824323,0.1620414826,24.36083637,34.80531016,166624,10931,35482,14351,38932,38251,15659,13018,6.560279432,21.29465143,8.612804878,27.85493086,36.46773574,7.812800077
banked,Sacramento,2019,CA,24261099200,293388,43.21649147,126792,88326,78270,10875367,5756339,311015,293388,17627,228652,150764,64059,38073,41898,42.48958637,,,5836.2,475.24,807151,540026,81819,251319,206888,84.84906282,61.689252,38.310748,234281,148489,34162,51630,635300,397739,292133,1255,807151,287755,99898,6135,140394,105964,167005,12.3766185,0.7600808275,13.12815074,26.26485007,807151,55148,137313,74664,195870,144907,93386,105863,6.832426646,17.01205846,9.250313758,23.84448511,33.09479887,13.11563759
banked,Salt Lake City,2019,UT,11540742800,116463,37.22383933,43352,36916,36195,5512060,2663463,126384,116463,9921,90613,50287,26605,11044,10122,52.90631774,,,2025.5,192.73,307649,204756,20289,79349,105118,90.09113286,48.66182188,51.33817812,90918,53349,17839,19730,245819,174781,116037,426,307649,208404,6633,3757,15250,24743,48862,2.156028461,1.221196883,8.042606997,11.41983234,307649,19867,48266,34760,83384,51428,33264,36680,6.457683919,15.68865818,11.29859028,22.1463421,33.44493237,11.92267812
banked,San Diego,2019,CA,57934952200,507551,31.46205997,159686,145704,202161,23332758,11313160,546180,507551,38629,517494,270229,119051,71336,69641,44.05559729,,,9038.2,786.07,1419518,975739,115614,339746,520379,88.15113468,46.66821763,53.33178237,392949,222886,84332,85731,1166025,788204,506117,1434,1419518,604570,91478,6681,244213,313119,159457,6.444300108,0.4706527145,22.05812114,28.97307396,1419518,84661,198985,160133,375556,268166,154497,177520,5.964066676,14.01778632,11.28080095,19.981853,31.26265394,12.50565333
banked,San Francisco,2019,CA,60270241400,362354,26.64521435,96550,68328,197476,22508441,11268177,397812,362354,35458,408124,226115,137439,41082,38741,60.78278752,,,5009.2,477.12,874961,695330,80204,176584,438542,88.46533301,36.93037838,63.06962162,154195,89483,34409,30303,769095,546791,353379,8975,874961,354423,45556,3223,301018,51633,119108,5.206632067,0.3683592754,5.90117731,11.47616865,874961,39536,78010,62085,282391,176401,101557,134981,4.518601401,8.915825963,7.095744839,13.43442736,20.5301722,15.42708761
banked,San Jose,2019,CA,48819569800,331345,23.07232643,76449,75426,179470,22482217,8997523,345269,331345,13924,458201,142052,66408,36029,34465,46.7490778,,,6360,648.09,1047701,720665,111389,241603,367673,84.54358128,48.98142688,51.01857312,289749,188558,50898,50293,839351,573174,330464,881,1047701,270493,30850,6164,371379,150216,218599,2.944542384,0.5883357943,14.3376784,17.87055658,1047701,64138,170265,92633,243863,220372,124458,131972,6.121784746,16.25129689,8.841549259,22.37308163,31.21463089,12.5963419
banked,Sandy Springs,2019,GA,2842838200,23687,30.53995863,7234,8196,8257,917060,465387,25854,23687,2167,16303,13528,7380,3181,2640,54.55351863,,,261.6,23.8,55045,38263,2634,10326,25303,93.11606513,33.87084128,66.12915872,14544,9098,2163,3283,44892,33698,23669,18,55045,27703,12793,1427,2993,6872,3257,23.24098465,2.59242438,12.484331,38.31774003,55045,3506,7988,5288,16223,10487,6139,5414,6.369334181,14.5117631,9.606685439,20.88109728,30.48778272,9.835589063
banked,Santa Ana,2019,CA,9080403600,86094,32.79671057,28236,27424,30434,4539736,1659777,88866,86094,2772,99861,41244,16256,12557,11243,39.41421783,,,2010.9,249.64,360084,228207,83320,88956,55931,63.48928823,75.49111114,24.50888886,118098,77783,17820,22495,277103,185860,85885,209,360084,51974,3770,1859,45388,104042,153051,1.046977927,0.5162684263,28.89381367,30.45706002,360084,24753,69304,37820,83589,71045,37318,36255,6.874229346,19.24662023,10.50310483,26.12084958,36.62395441,10.06848402
banked,Santa Clara,2019,CA,7021784600,45488,19.5919803,8912,9152,27424,2849468,1229375,48251,45488,2763,56088,25861,14178,5730,5363,54.82386605,,,650.8,63.65,129180,89363,6503,24163,58697,92.72293902,34.31621588,65.68378412,34867,18573,9795,6499,106350,73789,45418,70,129180,41671,3745,453,54664,11066,17581,2.899055581,0.3506734789,8.566341539,11.8160706,129180,8831,16387,14599,38483,24348,11896,14636,6.836197554,12.68540022,11.30128503,19.52159777,30.8228828,11.32992723
banked,Scarsdale,2019,NY,4582463400,14901,14.36145225,2140,2125,10636,1844859,839333,15773,14901,872,30712,1873,935,288,492,49.91991458,,,242.8,28.57,42229,28814,809,4413,23592,97.19233706,18.12313459,81.87686541,12024,9535,1200,1289,32672,20895,14884,17,42229,30663,624,52,7309,1717,1864,1.477657534,0.1231381278,4.065926259,5.666721921,42229,2463,8415,2537,5587,9458,5706,8063,5.832484785,19.92706434,6.007719813,25.75954913,31.76726894,19.09351394
banked,Seattle,2019,WA,45652246200,358411,29.22678154,104752,91014,162645,13748446,7173359,382351,358411,23940,261227,194017,102728,45875,38351,52.94793755,,,4292.5,333.8,798359,590095,36758,157710,395627,93.77083351,32.95537159,67.04462841,184283,98362,42788,43133,683571,501164,356178,2233,798359,486940,67083,4416,126715,29729,83476,8.402610856,0.5531346174,3.72376337,12.67950884,798359,39645,86407,82212,250368,155382,85938,98407,4.96581112,10.82307583,10.297623,15.78888695,26.08650995,12.32615903
banked,Sioux Falls,2019,SD,5549728800,69982,41.0448401,28724,23740,17518,2461429,1319897,74448,69982,4466,38011,27445,15032,6211,5053,54.7713609,,,981.2,89.97,170743,112216,8879,51799,51538,92.08758109,54.07250303,45.92749697,50770,31299,5572,13899,132569,98525,69834,148,170743,137626,10948,3634,4037,6254,8244,6.411975894,2.128344939,3.662814874,12.20313571,170743,12894,29489,16144,40969,29612,20076,21559,7.551700509,17.27098622,9.455146038,24.82268673,34.27783277,12.62657913
banked,South Burlington,2019,VT,563369000,5953,31.11036452,1852,2055,2046,266197,134522,6226,5953,273,4722,2258,1030,651,523,45.61558902,,,91.9,6.61,12813,9721,380,2811,6530,96.09093715,32.82584096,67.17415904,2684,1834,266,584,10756,7373,5953,0,12813,11304,196,35,557,333,388,1.529696402,0.2731600718,2.598922969,4.401779443,12813,630,1689,773,3002,2496,1721,2502,4.916881292,13.18192461,6.0329353,18.0988059,24.1317412,19.52704285
banked,South Pasadena,2019,FL,186261600,3005,62.06322795,1865,648,492,74505,52985,4133,3005,1128,1847,1283,431,352,453,33.59314108,,,73,3.09,5115,4740,320,2585,1835,93.24894515,61.28691983,38.71308017,305,173,40,92,4898,1668,2999,6,5115,4575,122,0,35,308,75,2.38514174,0,6.021505376,8.406647116,5115,83,167,125,434,485,933,2888,1.622678397,3.264907136,2.443792766,4.887585533,7.331378299,56.46138807
banked,Sugar Land,2019,TX,7608560900,52234,21.30030248,11126,13644,27464,2228370,941092,54953,52234,2719,33182,12380,6040,2245,2743,48.78836834,,,616.1,61.19,164032,110416,9130,33554,67732,91.73127083,38.65744095,61.34255905,48868,34735,7479,6654,129703,84516,52101,133,164032,53611,18735,560,62618,19018,9490,11.42155189,0.3413968006,11.5940792,23.3570279,164032,8675,31094,13847,28921,35535,23866,22094,5.288602224,18.95605735,8.441645533,24.24465958,32.68630511,13.46932306
banked,Sunnyvale,2019,CA,10816825100,59274,16.35624388,9695,11274,38305,4176146,1995220,62623,59274,3349,73490,32580,20377,5976,5119,62.54450583,,,723.7,81.14,162288,117644,8837,25164,83643,92.4883547,28.90160144,71.09839856,37586,26443,4376,6767,130664,92971,58902,372,162288,48971,2641,847,76190,14497,19142,1.62735384,0.5219116632,8.932884748,11.08215025,162288,11697,22890,10057,50825,31723,16162,18934,7.207556936,14.10455487,6.197007789,21.3121118,27.50911959,11.66691314
banked,Tacoma,2019,WA,10315776800,122970,39.52996666,48610,40864,33496,4243063,2249044,132461,122970,9491,86710,56979,26568,14029,13317,46.62770494,,,1972.3,167.43,320630,218250,23423,113792,81035,89.26781214,62.87056128,37.12943872,89366,52291,10624,26451,258680,167292,122533,437,320630,186379,31774,5021,27269,21259,48928,9.909864953,1.565979478,6.630383932,18.10622836,320630,20244,49348,32788,76658,59534,39311,42747,6.313819668,15.39094907,10.22611733,21.70476874,31.93088607,13.33218975
banked,The Woodlands,2019,TX,3545104900,18598,23.72298097,4412,3455,10731,705188,304512,19925,18598,1327,10353,7732,4705,1391,1385,60.85100879,,,148.3,14.71,50647,33619,740,8803,24076,97.79886374,28.38573426,71.61426574,15473,12541,1353,1579,39040,24514,18547,51,50647,34760,3593,9,2817,7328,2140,7.094201039,0.01777005548,14.46877406,21.58074516,50647,2261,11475,3292,7789,12837,6528,6465,4.464232827,22.65682074,6.499891405,27.12105357,33.62094497,12.76482319
banked,Towson,2019,MD,2135187500,14732,27.71517784,4083,3617,7032,1313841,599028,15979,14732,1247,22643,5585,2234,988,1940,40,,,423.9,30.63,42450,25012,1030,6345,17637,95.88197665,29.48584679,70.51415321,16680,5497,9537,1646,36953,21091,14712,20,42450,31530,5515,216,2158,1179,1852,12.99175501,0.5088339223,2.777385159,16.27797409,42450,1365,5210,10863,5732,6462,4791,8027,3.215547703,12.27326266,25.59010601,15.48881037,41.07891637,18.90930506
banked,Virginia Beach,2019,VA,17006662800,170798,29.7889905,50879,59661,60258,7918523,3863679,184794,170798,13996,156283,61983,30705,17486,11599,49.53777649,,,2913,261.17,450201,307059,19832,143228,143999,93.54130639,53.1038009,46.8961991,125595,79316,14580,31699,361187,255544,170390,408,450201,277823,85609,1334,30130,20524,34781,19.01572853,0.2963120917,4.558852601,23.87089322,450201,28576,71741,42825,105284,85103,54868,61804,6.347387056,15.93532667,9.512417787,22.28271372,31.79513151,13.72809034
banked,Waukesha,2019,WI,3244102800,35897,34.75499345,12476,11847,11574,1351029,658606,37285,35897,1388,21956,13290,7216,2711,2980,54.29646351,,,527.5,45.45,89692,60957,4344,27224,29389,92.87366504,51.78732549,48.21267451,25872,15185,4680,6007,73641,52002,35754,143,89692,73163,2559,209,2415,7780,3566,2.853097266,0.2330196673,8.674129242,11.76024618,89692,4602,14051,10082,18233,17093,12140,13491,5.130892387,15.66583419,11.24069036,20.79672658,32.03741694,15.04147527
banked,West Allis,2019,WI,1753522400,27245,47.88401542,13046,9351,4848,949812,606813,28953,27245,1708,17047,13067,6876,2821,2709,52.6211066,,,502.4,39.18,60025,44187,3273,25353,15561,92.59284405,64.78375993,35.21624007,13624,9369,1032,3223,49160,33720,27004,241,60025,44142,4137,525,1641,5144,4436,6.89212828,0.8746355685,8.569762599,16.33652645,60025,3594,8635,3609,16206,10829,7975,9177,5.987505206,14.38567264,6.012494794,20.37317784,26.38567264,15.28862974
banked,West Hollywood,2019,CA,3058708400,27683,35.24184518,9756,7347,10580,689816,475883,30537,27683,2854,16639,22036,10853,5144,5285,49.25122527,,,268.3,14.22,43862,39699,881,11377,27441,97.78080052,30.87735207,69.12264793,3509,1333,543,1633,41818,33068,27620,63,43862,33258,1554,119,2526,2343,4062,3.542930099,0.271305458,5.341753682,9.155989239,43862,1044,1086,2033,18681,9449,5012,6557,2.380192422,2.475947289,4.634991564,4.856139711,9.491131275,14.94915873
banked,Westport,2019,CT,3205942600,9916,14.95562727,1483,1111,7322,1211286,462360,10931,9916,1015,19680,1468,787,217,322,53.61035422,,,173.8,16.31,28016,18635,391,3150,15094,97.90179769,19.00187819,80.99812181,8711,7014,1030,667,21406,13159,9890,26,28016,24091,300,29,1703,1004,889,1.070816676,0.1035122787,3.583666476,4.757995431,28016,1297,6290,1794,2618,6842,4395,4780,4.62949743,22.45145631,6.403483724,27.08095374,33.48443746,17.06167904
banked,White Plains,2019,NY,3852073100,28350,30.29276896,8588,6014,13748,1737015,791797,30499,28350,2149,33736,12788,6068,2794,3203,47.45073506,,,510.8,44,73919,53420,6181,17452,29787,88.42942718,44.23998502,55.76001498,18477,12114,2804,3559,61240,41809,28160,190,73919,32622,11827,163,5967,10168,13172,15.99994589,0.2205116411,13.75559734,29.97605487,73919,3804,10486,6209,16144,14396,10340,12540,5.146173514,14.18579797,8.399734845,19.33197148,27.73170633,16.96451521
banked,Wildwood,2019,NJ,196020400,2521,57.199524,1442,697,382,98665,48319,7870,2521,5349,2389,1292,364,310,506,28.17337461,,,89.6,4.27,5427,4082,555,2551,976,86.40372366,76.09015189,23.90984811,1236,802,113,321,4594,2393,2514,7,5427,3876,359,0,125,772,295,6.615072784,0,14.22517044,20.84024323,5427,218,725,402,852,1149,901,1180,4.016952276,13.35913027,7.407407407,17.37608255,24.78348996,21.74313617
banked,Worcester,2019,MA,5162594500,71595,51.25916614,36699,18837,16059,2177272,1224197,78438,71595,6843,50911,42042,17593,10006,10966,41.84624899,,,1349,103.59,185143,121514,18581,56132,46801,84.70875784,61.48509637,38.51490363,58131,28179,19031,10921,154224,93051,71217,378,185143,102148,24604,1124,13695,25894,17678,13.28918728,0.607098297,13.985946,27.88223157,185143,9349,25511,28769,40831,33898,21598,25187,5.049610301,13.77907887,15.53879974,18.82868918,34.36748891,13.60407901
banked,Yorba Linda,2019,CA,3554864600,21454,17.74494267,3807,4239,13408,1839631,767009,22107,21454,653,37455,3860,1453,1098,1159,37.64248705,,,436,41.66,63982,44995,2071,14917,28007,95.39726636,37.75530615,62.24469385,17152,12537,2709,1906,51298,32473,21395,59,63982,37122,715,103,12952,9283,3807,1.117501797,0.1609827764,14.50876809,15.78725266,63982,3447,11236,4304,10049,12963,10356,11627,5.387452721,17.56118908,6.726891938,22.94864181,29.67553374,18.17229846
status,Abbeville,2019,LA,743554000,11096,49.07173756,5445,3331,2320,320224,162773,13022,11096,1926,3625,2882,1124,436,559,39.00069396,15.12838307,19.3962526,163.2,15.77,29775,19932,4590,10680,4662,76.97170379,76.61047562,23.38952438,8574,5879,606,2089,23148,13195,11096,0,29775,20318,6687,63,950,1071,686,22.45843829,0.2115869018,3.59697733,26.26700252,29775,2112,5295,2436,5675,5477,4173,4607,7.093198992,17.78337531,8.181360202,24.87657431,33.05793451,15.47271201
underbanked,Aaronsburg,2019,PA,137841500,1876,41.31130064,775,705,396,58214,29037,2738,1876,862,760,377,191,69,54,50.66312997,18.30238727,14.32360743,24.2,3.13,5873,3506,777,1909,820,77.83799201,76.6115231,23.3884769,2115,1131,51,933,4248,2730,1831,45,5873,5705,3,0,20,77,68,0.05108121914,0,1.311084625,1.362165844,5873,449,1428,490,814,1166,689,837,7.645155798,24.31466031,8.343265793,31.95981611,40.3030819,14.25166014
underbanked,Abbeville,2019,GA,82666800,1454,63.48005502,923,352,179,67682,41607,2081,1454,627,853,423,162,53,35,38.29787234,12.52955083,8.274231678,46.1,5.23,5848,4380,767,2835,778,82.48858447,82.23744292,17.76255708,1306,802,78,426,4971,1444,1445,9,5848,3032,2518,4,0,257,37,43.05745554,0.0683994528,4.394664843,47.52051984,5848,305,646,517,1405,1279,748,948,5.215458276,11.04651163,8.840629275,16.2619699,25.10259918,16.21067031
underbanked,Aberdeen,2019,MS,359282700,5980,58.64548495,3507,1601,872,160864,101229,7179,5980,1199,2280,1704,754,417,218,44.24882629,24.47183099,12.79342723,100.2,10.21,15785,11005,2254,6381,2370,79.51840073,78.46433439,21.53566561,4437,3072,217,1148,12475,6570,5920,60,15785,7271,8125,7,0,317,65,51.47291733,0.044345898,2.008235667,53.52549889,15785,907,2851,1022,3148,2848,2208,2801,5.745961356,18.06145074,6.474501109,23.8074121,30.28191321,17.74469433
underbanked,Aberdeen,2019,WA,712485000,10422,49.65457686,5175,3335,1912,308743,144483,13011,10422,2589,4837,3902,1986,843,803,50.89697591,21.60430548,20.57919016,183.9,15.29,29114,20690,2193,13380,5117,89.40067666,75.26824553,24.73175447,7442,4826,555,2061,23596,11341,10386,36,29114,22166,720,1042,331,3171,1684,2.473037027,3.579034142,10.89166724,16.94373841,29114,1802,4405,2217,5865,5921,4027,4877,6.189462114,15.13017792,7.614893179,21.31964004,28.93453321,16.75139108
underbanked,Abilene,2019,TX,3298966100,45732,48.67488848,22260,14064,9408,1739014,914497,52745,45732,7013,28571,20174,9872,4878,3983,48.93427184,24.17963716,19.74323387,963.9,89.91,131205,81616,10260,45616,25740,87.4289355,68.46206626,31.53793374,43955,23441,7724,12790,103436,63061,45565,167,131205,77874,13059,1068,2985,18100,18119,9.953126786,0.8139933692,13.79520598,24.56232613,131205,9653,21209,18727,30248,20104,13658,17606,7.357189132,16.16478031,14.27308411,23.52196944,37.79505354,13.41869593
underbanked,Akron,2019,OH,7057250500,106889,55.38923556,59205,30753,16931,3014276,1739243,120241,106889,13352,56267,47315,22757,10048,11596,48.09679806,21.23639438,24.50808412,2229.2,162.17,251344,171820,19529,94685,57606,88.63403562,66.4730532,33.5269468,71131,41524,12090,17517,204989,129075,106539,350,251344,161611,62397,567,10896,5030,10843,24.82533898,0.225587243,2.001241327,27.05216755,251344,14370,38098,27056,50469,47155,34500,39696,5.717263989,15.15771214,10.76452989,20.87497613,31.63950602,15.79349418
underbanked,Albany,2019,NY,5100704800,62479,44.85987292,28028,17952,16499,2057537,1098649,71198,62479,8719,38969,33281,15472,7666,9051,46.48898771,23.03416364,27.19569724,1131.7,76.35,150378,94635,8955,34713,50967,90.53732763,46.14360437,53.85639563,51429,20780,20845,9804,127401,81684,62288,191,150378,92072,29931,231,11379,6002,10763,19.90384232,0.1536128955,3.99127532,24.04873053,150378,7689,18358,29696,30864,23687,17302,22782,5.11311495,12.20790275,19.74756946,17.3210177,37.06858716,15.14982245
underbanked,Albuquerque,2019,NM,19166972400,254172,48.14810443,122379,75332,56461,8201945,4429917,278696,254172,24524,142948,97591,44234,22754,24183,45.32590095,23.3156746,24.77994897,4572.8,363.55,645580,440582,50779,205605,184198,88.47456319,58.19211861,41.80788139,182668,115880,23950,42838,517949,325482,253173,999,645580,239910,19814,32755,17075,235335,100691,3.069178103,5.073732148,36.45326683,44.59617708,645580,37219,107176,60603,144746,116613,80563,98660,5.765203383,16.60150562,9.387372595,22.36670901,31.7540816,15.28238173
underbanked,Allentown,2019,PA,4929714700,63064,47.32176836,29843,19113,14108,2012000,1005975,67585,63064,4521,41129,29078,12105,7511,8023,41.62941055,25.8305248,27.59130614,1223.8,100.24,174041,112409,17790,57224,37395,84.17386508,66.73309077,33.26690923,54800,33759,7160,13881,135740,85281,62809,255,174041,82409,19359,921,6750,38802,25800,11.12324108,0.5291856517,22.29474664,33.94717337,174041,11712,31591,18329,35865,30115,20530,25899,6.729448808,18.15147006,10.5314265,24.88091886,35.41234537,14.88097632
underbanked,Amarillo,2019,TX,6743169700,87574,45.26686003,39642,28170,19762,3338683,1801570,97560,87574,9986,54536,31808,16123,6895,6824,50.68850604,21.67693662,21.45372233,1692.8,152.44,235840,154121,23602,81046,49473,84.68605836,67.89989683,32.10010317,72105,48163,6580,17362,180558,116356,87311,263,235840,134534,15279,1389,8929,61701,14008,6.478544776,0.588958616,26.16222863,33.22973202,235840,17255,44173,20291,51683,42338,27955,32145,7.31640095,18.73007123,8.603714383,26.04647218,34.65018657,13.63000339
underbanked,Ann Arbor,2019,MI,7889241500,66245,34.2033361,22658,17601,25986,3989399,2030841,70587,66245,4342,67357,31656,14761,6317,8830,46.62939095,19.95514278,27.89360627,1307.7,108.85,168438,99245,2756,18366,78123,97.22303391,21.28268427,78.71731573,65321,21859,35792,7670,145404,91881,66104,141,168438,115279,11263,713,27401,5516,8266,6.686733397,0.4233011553,3.274795474,10.38483003,168438,6856,19217,43120,36269,24752,16787,21437,4.070340422,11.40894572,25.59992401,15.47928615,41.07921015,12.7269381
underbanked,Appleton,2019,WI,3470938200,42150,40.71411625,17161,14200,10789,1681671,878914,43962,42150,1812,25236,14547,8135,3284,2505,55.92218327,22.5751014,17.22004537,692.1,63.69,104559,70254,4287,34339,31628,93.89785635,54.98049933,45.01950067,30375,19665,3680,7030,82821,57870,42059,91,104559,86458,3007,564,6744,3546,4240,2.875888254,0.5394083723,3.391386681,6.806683308,104559,6585,18072,9648,21775,20498,13225,14756,6.297879666,17.28402146,9.227326199,23.58190113,32.80922733,14.11260628
underbanked,Athens,2019,GA,3082457200,47388,58.79336541,27861,10916,8611,1150855,626944,51262,47388,3874,25235,28620,11152,6593,8960,38.96575821,23.03633823,31.30677848,995.5,65.54,123419,67962,7514,24407,36041,88.94382155,46.96889438,53.03110562,51105,17215,25949,7941,103663,63373,47246,142,123419,69984,32322,166,5113,10256,5578,26.1888364,0.1345011708,8.309903662,34.63324124,123419,6510,15434,33513,27565,16725,10379,13293,5.27471459,12.50536789,27.15384179,17.78008248,44.93392427,10.77062689
underbanked,Atlanta,2019,GA,37587369400,330804,40.83777705,135093,87902,107809,12954562,7499961,385795,330804,54991,247682,182867,89569,43503,41578,48.98040652,23.78942073,22.7367431,5948.9,435.58,787367,540710,47830,179494,313386,91.15422315,42.04175991,57.95824009,217652,119893,50395,47364,647616,443097,329713,1091,787367,305043,369173,5133,40592,35003,32423,46.88702981,0.6519196258,4.445576205,51.98452564,787367,48586,105643,92428,221260,149385,78240,91825,6.170692955,13.41725015,11.73887145,19.58794311,31.32681456,11.66228709
underbanked,Atlantic City,2019,NJ,774406100,15504,70.82688338,10981,2935,1588,412813,270733,20429,15504,4925,13502,11281,4483,3018,3302,39.73938481,26.75294743,29.27045475,519.4,34.3,37999,24991,6582,13219,5190,73.66251851,79.23252371,20.76747629,11365,7079,1561,2725,29783,17663,15398,106,37999,5914,13315,163,6282,5328,6997,35.0403958,0.4289586568,14.02142162,49.49077607,37999,2793,6501,3714,7408,7157,4738,5688,7.350193426,17.10834496,9.77394142,24.45853838,34.2324798,14.96881497
underbanked,Auburn,2019,AL,1496049400,21553,56.40050109,12156,4688,4709,441558,244123,26286,21553,4733,9763,11993,4372,2049,3965,36.45459852,17.08496623,33.06095222,432.8,28.92,56582,26937,1639,9107,16191,93.91543231,39.89308386,60.10691614,28566,7882,18005,2679,48391,27329,21483,70,56582,39082,10818,85,4221,1466,910,19.1191545,0.150224453,2.590929978,21.86030893,56582,2367,6790,20488,11730,6835,3544,4828,4.18330918,12.00028278,36.20939521,16.18359196,52.39298717,8.532748931
underbanked,Augusta,2019,GA,4003824200,59308,56.40554394,33453,16248,9607,1643935,921552,75195,59308,15887,32162,28745,11594,6742,8175,40.33397113,23.45451383,28.43972865,1361.2,100.89,161119,108048,17801,55011,35236,83.52491485,67.38856804,32.61143196,46505,29495,5522,11488,127783,74089,59046,262,161119,61896,86289,385,3856,3131,5562,53.55606725,0.2389538167,1.943284156,55.73830523,161119,11343,26254,15474,36487,26792,20925,23844,7.040138035,16.29478832,9.604081455,23.33492636,32.93900781,14.7989995
underbanked,Bakersfield,2019,CA,13925845700,169169,43.94481258,74341,49814,45014,5362343,2629295,180910,169169,11741,108470,71593,30293,18564,19103,42.31279594,25.92990935,26.68277625,2883.9,279.39,543658,324643,72179,164318,88146,77.76665445,72.84832878,27.15167122,193242,127355,20422,45465,397851,247023,168392,777,543658,190795,33024,5804,30241,197849,85945,6.074407072,1.067582929,36.39218038,43.53417038,543658,44596,118180,56239,118555,93617,55847,56624,8.20295112,21.73793083,10.34455485,29.94088195,40.2854368,10.41537143
underbanked,Baltimore,2019,MD,23096897600,281887,47.32215391,133395,78890,69602,12939758,7208471,341061,281887,59174,265801,140614,65121,31286,35839,46.31188929,22.24956263,25.4875048,7417.6,577.72,724826,502772,70715,241351,190706,85.93497649,62.06908897,37.93091103,195576,117112,33320,45144,589144,368691,280696,1191,724826,223150,420408,2280,22551,23792,32645,58.00123064,0.3145582526,3.282442959,61.59823185,724826,46276,104198,71580,183714,126581,91452,101025,6.384428815,14.37558807,9.875473562,20.76001689,30.63549045,13.93782784
underbanked,Bangor,2019,ME,1008174800,13805,53.16189786,7339,3603,2863,398801,209817,15510,13805,1705,7001,7141,3480,1725,1668,48.73267049,24.15628063,23.3580731,232.3,17.11,32095,22785,1496,11049,10240,93.43427694,55.05815229,44.94184771,8339,4320,2241,1778,27396,16364,13731,74,32095,28720,576,377,805,360,1257,1.794672067,1.174637794,1.121670042,4.090979903,32095,1567,4047,3696,7271,5777,4412,5325,4.882380433,12.60944072,11.51581243,17.49182116,29.00763359,16.59136937
underbanked,Barnstable,2019,MA,1891508500,18796,30.79378591,5788,6273,6735,835506,420088,26395,18796,7599,16988,4707,2027,1031,1322,43.06352241,21.90354791,28.08582962,386.9,25.72,44406,33500,2108,15117,16275,93.70746269,51.41791045,48.58208955,10014,6867,885,2262,37686,24548,18769,27,44406,37453,2565,155,408,2399,1426,5.776246453,0.3490519299,5.402423096,11.52772148,44406,1781,5927,3198,6989,8734,7428,10349,4.010719272,13.34729541,7.201729496,17.35801468,24.55974418,23.30540918
underbanked,Baton Rouge,2019,LA,11952222600,137760,47.28658537,65142,36306,36312,4074101,2218921,164118,137760,26358,70772,60787,25421,14167,16501,41.819797,23.30597003,27.14560679,2593.5,200.1,364096,229701,22436,110395,96870,90.23251967,57.82778482,42.17221518,120081,64822,28873,26386,292169,192865,137265,495,364096,156975,168812,753,13385,9435,14736,46.36469503,0.2068135876,2.591349534,49.16285815,364096,24329,57268,52798,78557,59031,42343,49770,6.682028915,15.72881877,14.50112058,22.41084769,36.91196827,13.66947179
underbanked,Battle Creek,2019,MI,2485514700,37711,52.50722601,19801,10966,6944,1224506,674566,42343,37711,4632,20099,12382,5878,3180,2866,47.47213697,25.68244225,23.14650299,825.4,62.66,92672,63162,5677,38703,18782,91.01200089,70.26376619,29.73623381,25863,16730,2577,6556,73882,44579,37608,103,92672,68048,11327,613,3071,3760,5853,12.22267783,0.661472721,4.057320442,16.94147099,92672,5969,15473,8068,17631,17189,12897,15445,6.440996202,16.69652106,8.705973757,23.13751727,31.84349102,16.66630698
underbanked,Beaumont,2019,TX,4392420400,56607,47.17791086,26706,16672,13229,2042365,1168463,65348,56607,8741,31540,23103,11229,5370,4400,48.60407739,23.24373458,19.04514565,1108.6,97.88,156265,105590,15138,59700,30752,85.6634151,70.87602993,29.12397007,44065,26965,6022,11078,124205,68494,56378,229,156265,61556,62414,657,4522,21387,5729,39.94112565,0.4204396378,13.68636611,54.0479314,156265,11156,24183,15336,35627,27855,20209,21899,7.139154641,15.47563434,9.814097847,22.61478898,32.42888683,14.01401465
