status,city,year,state,total_tract_income,total_households_with_income,percent_householdsbelow50k_of_total,total_households_income_below_50k,total_households_income_50k_and_100k,total_households_income_100k_plus,bucket_annual_income_household,median_annual_income_individual,total_housing_units,occupied_housing_units,vacant_housing_units,median_monthly_housing_costs,total_households,total_rent_burden_normal,total_rent_burden_moderate,total_rent_burden_severe,percent_rent_burden_normal,percent_rent_burden_moderate,percent_rent_burden_severe,median_gross_rent_burden,avg_household_size,total_population,total_25_and_older,total_highest_not_graduate_hs,total_highest_graduate_hs,total_highest_college_degree,percent_graduate_hs,percent_no_college_degree,percent_college_degree,total_3_to_24,total_enrolled_pre_college,total_enrolled_higher_education,total_not_enrolled,total_employable,total_employed,complete_plumbing_occupied_housing,lacking_plumbing_occupied_housing,total_all_races,total_white_non_hispanic,total_african_american,total_native_american,total_asian,total_hispanic,total_other,percent_african_american,percent_native_american,percent_hispanic,percent_urm,total_all_ages,total_0_4,total_5_17,total_18_24,total_25_39,total_40_54,total_55_64,total_65_plus,percent_0_4,percent_5_17,percent_18_24,percent_children,percent_youth,percent_elderly
banked,Grinnell,2019,KS,2.72E+07,459,49.67320261,228,149,82,50750,28798,558,459,99,566,103,38,24,6,36.89320388,23.30097087,5.825242718,26,2.03,934,684,38,412,234,94.44444444,65.78947368,34.21052632,222,157,8,57,763,511,459,0,934,898,1,9,1,17,8,0.1070663812,0.9635974304,1.82012848,2.890792291,934,47,135,68,160,119,166,239,5.032119914,14.45396146,7.280513919,19.48608137,26.76659529,25.5888651
banked,Fryeburg,2019,ME,8.06E+07,1053,44.63437797,470,357,226,55923,20879,1698,1053,645,925,218,79,101,12,36.23853211,46.33027523,5.504587156,32,3.09,3421,2261,222,1229,810,90.18133569,64.17514374,35.82485626,1025,640,135,250,2774,1597,1045,8,3421,3210,7,0,16,0,188,0.2046185326,0,0,0.2046185326,3421,186,586,388,498,726,442,595,5.437006723,17.1294943,11.34171295,22.56650102,33.90821397,17.39257527
banked,Kiowa,2019,OK,4.39E+07,797,55.70890841,444,243,110,43616,25125,1014,797,217,468,193,69,25,28,35.75129534,12.95336788,14.50777202,24.1,2.36,1884,1288,205,792,291,84.08385093,77.4068323,22.5931677,533,361,28,144,1487,844,793,4,1884,1235,36,170,0,36,407,1.910828025,9.023354565,1.910828025,12.84501062,1884,115,330,151,315,357,230,386,6.10403397,17.51592357,8.014861996,23.61995754,31.63481953,20.48832272
banked,Benson,2019,AZ,2.64E+08,4119,54.01796553,2225,1142,752,157907,89119,5095,4119,976,2821,1050,373,282,251,35.52380952,26.85714286,23.9047619,100.6,6.32,8848,6890,644,3878,2368,90.65312046,65.63134978,34.36865022,1847,1398,125,324,7601,3303,4106,13,8848,6746,52,18,45,1534,453,0.5877034358,0.2034358047,17.33725136,18.1283906,8848,232,1309,417,978,1379,1546,2987,2.622061483,14.7943038,4.712929476,17.41636528,22.12929476,33.75904159
banked,Fortuna,2019,CA,2.23E+08,3578,53.18613751,1903,1172,503,97745,47137,3784,3578,206,2016,1346,450,395,324,33.43239227,29.346211,24.07132244,68.6,5.15,9342,6295,923,3554,1818,85.3375695,71.11993646,28.88006354,2785,1874,334,577,7225,4170,3546,32,9342,6603,67,259,45,996,1372,0.7171911796,2.772425605,10.66152858,14.15114537,9342,547,1768,732,1592,1495,1359,1849,5.855277243,18.92528367,7.835581246,24.78056091,32.61614215,19.79233569
banked,Kenneth City,2019,FL,1.35E+08,1699,52.91347852,899,436,364,92187,52689,2117,1699,418,2027,505,151,158,151,29.9009901,31.28712871,29.9009901,74,5.66,5051,3804,481,2216,1107,87.35541535,70.89905363,29.10094637,1147,756,56,335,4321,2556,1699,0,5051,3112,238,4,814,595,288,4.71193823,0.07919223916,11.77984558,16.57097604,5051,205,701,341,942,1142,735,985,4.058602257,13.87843991,6.751138388,17.93704217,24.68818056,19.50108889
banked,Dunseith,2019,ND,9.35E+07,1422,50.70323488,721,436,265,47500,26103,1790,1422,368,384,275,81,54,47,29.45454545,19.63636364,17.09090909,34.5,3.24,4635,2749,374,1386,989,86.39505275,64.02328119,35.97671881,1661,1071,90,500,3274,1865,1405,17,4635,892,2,3601,6,0,134,0.04314994606,77.69147789,0,77.73462783,4635,381,1088,417,885,722,598,544,8.220064725,23.47357066,8.996763754,31.69363538,40.69039914,11.73678533
banked,Kirbyville,2019,TX,1.52E+08,2765,55.37070524,1531,877,357,81943,44608,3369,2765,604,1091,749,216,263,161,28.83845127,35.11348465,21.4953271,80.4,5.27,7415,4813,689,3268,856,85.6846042,82.21483482,17.78516518,2309,1626,88,595,5892,2800,2684,81,7415,6027,608,61,17,305,397,8.199595415,0.8226567768,4.113283884,13.13553608,7415,411,1388,803,1201,1263,1053,1296,5.542818611,18.71881322,10.82939987,24.26163183,35.09103169,17.47808496
banked,Lamar,2019,AR,1.21E+08,2116,57.08884688,1208,576,332,41897,22428,2495,2116,379,587,352,95,113,71,26.98863636,32.10227273,20.17045455,42.2,2.54,5427,3760,647,2342,771,82.79255319,79.49468085,20.50531915,1448,959,32,457,4166,2387,2116,0,5427,4837,10,0,20,422,138,0.1842638659,0,7.775935139,7.960199005,5427,384,1009,274,1081,917,825,937,7.075732449,18.59222406,5.048829924,25.66795651,30.71678644,17.26552423
banked,Adjuntas,2019,PR,1.36E+08,5771,92.61826373,5345,354,72,82103,0,7586,5771,1815,1191,2346,567,212,350,24.16879795,9.036658142,14.91901108,199.4,18.62,17891,12549,4352,4904,3293,65.31994581,73.75886525,26.24113475,4834,3151,743,940,14696,5853,5681,90,17891,53,182,32,2,13075,4547,1.017271254,0.1788608798,73.08143759,74.27756973,17891,803,2891,1648,3106,3589,2520,3334,4.488290202,16.15896261,9.211335308,20.64725281,29.85858812,18.63506791
banked,Lake View,2019,SC,7.71E+07,1465,67.57679181,990,250,225,30881,18442,1915,1465,450,495,485,102,68,42,21.03092784,14.02061856,8.659793814,31.3,2.51,3848,2950,630,1804,516,78.6440678,82.50847458,17.49152542,776,518,6,252,3233,1596,1398,67,3848,2290,1166,14,0,11,367,30.3014553,0.3638253638,0.2858627859,30.95114345,3848,159,582,157,636,672,573,1069,4.132016632,15.12474012,4.08004158,19.25675676,23.33679834,27.78066528
banked,Greentown,2019,PA,1.26E+08,1906,49.00314795,934,581,391,50720,30508,4309,1906,2403,914,374,69,139,127,18.44919786,37.1657754,33.95721925,41.4,2.21,4225,3199,183,2172,844,94.27946233,73.61675524,26.38324476,815,552,66,197,3542,1865,1906,0,4225,3854,63,29,0,243,36,1.49112426,0.6863905325,5.75147929,7.928994083,4225,308,460,258,641,806,805,947,7.289940828,10.88757396,6.106508876,18.17751479,24.28402367,22.41420118
banked,Kirby,2019,AR,5.89E+07,910,49.12087912,447,297,166,50870,23548,1527,910,617,555,80,13,5,9,16.25,6.25,11.25,41,2.41,2193,1589,152,1053,384,90.43423537,75.83385777,24.16614223,590,328,25,237,1913,1091,910,0,2193,2131,0,10,0,32,20,0,0.455996352,1.459188326,1.915184679,2193,57,295,252,256,480,331,522,2.599179207,13.45189238,11.49110807,16.05107159,27.54217966,23.80300958
underbanked,Ho-Ho-Kus,2019,NJ,3.80E+08,1438,10.29207232,148,100,1190,216875,91250,1567,1438,129,3294,116,116,0,0,100,0,0,18.3,2.84,4094,2718,59,280,2379,97.82928624,12.47240618,87.52759382,1175,1058,82,35,2919,2052,1438,0,4094,3311,13,0,507,181,82,0.3175378603,0,4.421104055,4.738641915,4094,267,980,129,381,1053,697,587,6.52173913,23.93746947,3.150952614,30.4592086,33.61016121,14.33805569
underbanked,Lake Tapawingo,2019,MO,2.40E+08,2458,19.32465419,475,1078,905,84491,43455,2593,2458,135,1197,377,330,43,0,87.5331565,11.40583554,0,22.1,2.59,6355,4425,116,2266,2043,97.37853107,53.83050847,46.16949153,1664,1139,202,323,4897,3620,2458,0,6355,5476,297,0,47,300,235,4.673485445,0,4.720692368,9.394177813,6355,395,1210,325,1250,1269,979,927,6.215578285,19.04012589,5.114083399,25.25570417,30.36978757,14.58693942
underbanked,Brimley,2019,MI,1.49E+08,1986,44.96475327,893,642,451,56983,27720,2789,1986,803,682,452,335,60,43,74.11504425,13.27433628,9.513274336,15.8,2.57,5105,3360,230,1957,1173,93.1547619,65.08928571,34.91071429,1613,835,283,495,4203,2720,1973,13,5105,3122,122,1305,45,74,437,2.389813908,25.56317336,1.449559256,29.40254652,5105,236,824,685,688,1046,731,895,4.622918707,16.1410382,13.41821743,20.7639569,34.18217434,17.53183154
underbanked,Maryland Heights,2019,MO,6.56E+08,7966,32.34998745,2577,3349,2040,281058,145456,8144,7966,178,4209,2404,1780,247,337,74.04326123,10.27454243,14.01830283,80.5,9.55,19274,13711,1001,6038,6672,92.69929254,51.33834148,48.66165852,4952,3151,454,1347,15823,10778,7966,0,19274,13173,2724,0,2411,337,629,14.13302895,0,1.748469441,15.88149839,19274,964,2985,1614,4479,3519,2509,3204,5.001556501,15.48718481,8.373975304,20.48874131,28.86271661,16.62343053
underbanked,Glen Elder,2019,KS,4.60E+07,802,54.73815461,439,259,104,44018,26037,1110,802,308,514,141,102,17,0,72.34042553,12.05673759,0,17.1,2.3,1841,1311,69,793,449,94.73684211,65.75133486,34.24866514,460,292,35,133,1493,878,802,0,1841,1732,0,44,17,8,40,0,2.390005432,0.4345464422,2.824551874,1841,100,294,136,219,372,301,419,5.431830527,15.96958175,7.387289517,21.40141228,28.78870179,22.75936991
underbanked,Brush Creek,2019,TN,1.51E+08,1793,47.90853318,859,490,444,55533,30966,2008,1793,215,688,406,285,56,37,70.19704433,13.79310345,9.113300493,22,2.62,4698,3268,272,2184,812,91.67686659,75.15299878,24.84700122,1280,895,117,268,3745,2670,1793,0,4698,4388,108,53,13,74,62,2.298850575,1.128139634,1.575138357,5.002128565,4698,246,857,327,943,1085,636,604,5.236270754,18.24180502,6.960408685,23.47807578,30.43848446,12.8565347
underbanked,Brooklyn,2019,WI,2.60E+08,2559,25.98671356,665,866,1028,86130,39487,2672,2559,113,1275,447,313,51,52,70.02237136,11.40939597,11.63310962,21.6,2.6,6647,4649,220,2441,1988,95.26779953,57.23811572,42.76188428,1776,1273,162,341,5273,4069,2554,5,6647,6217,71,34,21,150,154,1.068151046,0.5115089514,2.256657139,3.836317136,6647,376,1184,438,1236,1443,1082,888,5.656687227,17.81254701,6.589438845,23.46923424,30.05867309,13.35941026
underbanked,Boonton,2019,NJ,9.99E+08,7578,21.87912378,1658,2166,3754,418865,190229,8077,7578,499,7369,4033,2811,564,526,69.6999752,13.98462683,13.0424002,107.1,10.03,18822,13748,596,3984,9168,95.66482397,33.31393657,66.68606343,4604,3236,699,669,15741,11312,7567,11,18822,11099,621,0,4899,1434,769,3.299330571,0,7.618744023,10.91807459,18822,760,2767,1547,4033,4105,2775,2835,4.037828074,14.70088195,8.219105302,18.73871002,26.95781532,15.0621613
underbanked,Birmingham,2019,MO,1.22E+08,1460,29.65753425,433,625,402,69890,38243,1487,1460,27,1036,425,294,35,70,69.17647059,8.235294118,16.47058824,19.3,2.69,3922,2546,136,1613,797,94.65828751,68.69599372,31.30400628,1277,824,112,341,3002,2142,1453,7,3922,2864,453,25,8,209,363,11.55022947,0.6374298827,5.328913819,17.51657318,3922,188,801,387,894,798,367,487,4.793472718,20.42325344,9.867414584,25.21672616,35.08414074,12.41713412
underbanked,Chaffee,2019,MO,1.05E+08,1464,51.43442623,753,459,252,47813,22843,1730,1464,266,679,434,295,81,15,67.97235023,18.66359447,3.456221198,21.4,2.67,3966,2636,328,1805,503,87.5569044,80.91805766,19.08194234,1078,674,73,331,3027,1954,1464,0,3966,3830,126,0,0,0,10,3.177004539,0,0,3.177004539,3966,323,685,322,651,733,593,659,8.14422592,17.27181039,8.119011599,25.41603631,33.53504791,16.61623802
underbanked,Aberdeen,2019,NC,2.62E+08,3488,40.94036697,1428,1404,656,57839,30479,3921,3488,433,962,1212,817,170,214,67.40924092,14.02640264,17.65676568,23.2,2.48,8854,5959,516,2364,3079,91.340829,48.33025675,51.66974325,2421,1608,352,461,6863,4459,3488,0,8854,5885,1967,80,154,518,250,22.21594759,0.9035464197,5.850463068,28.96995708,8854,706,1502,687,2186,1304,992,1477,7.973797154,16.96408403,7.759204879,24.93788118,32.69708606,16.68172577
underbanked,Bringhurst,2019,IN,1.38E+08,2027,44.89393192,910,811,306,109663,62144,2283,2027,256,1505,425,285,43,25,67.05882353,10.11764706,5.882352941,39.1,5.26,5337,3548,383,2356,809,89.20518602,77.19842165,22.80157835,1586,937,123,526,4217,2615,2027,0,5337,5140,163,0,0,3,31,3.054150272,0,0.05621135469,3.110361626,5337,357,934,498,927,907,816,898,6.689151209,17.50046843,9.331084879,24.18961964,33.52070452,16.82593217
underbanked,Apalachin,2019,NY,3.36E+08,3443,28.69590473,988,1097,1358,169519,72822,3624,3443,181,1937,519,338,63,87,65.12524085,12.13872832,16.76300578,47.2,5.02,8654,6209,272,2920,3017,95.61926236,51.40924464,48.59075536,2155,1484,315,356,7127,4595,3443,0,8654,8210,57,0,73,98,216,0.6586549572,0,1.132424312,1.79107927,8654,427,1335,683,1243,1913,1403,1650,4.934134504,15.42639242,7.892304137,20.36052692,28.25283106,19.06632771
underbanked,Forty Fort,2019,PA,1.40E+08,1764,36.2244898,639,654,471,70370,35484,1963,1764,199,882,537,346,87,104,64.4320298,16.20111732,19.36685289,21.5,2.3,4069,3026,171,1602,1253,94.34897555,58.59220093,41.40779907,892,547,219,126,3480,2448,1764,0,4069,3747,28,0,0,172,122,0.6881297616,0,4.227082821,4.915212583,4069,171,533,339,798,822,652,754,4.202506758,13.09904153,8.331285328,17.30154829,25.63283362,18.53035144
underbanked,Hayfield,2019,MN,1.23E+08,1448,33.21823204,481,521,446,71071,38663,1520,1448,72,1016,260,167,39,40,64.23076923,15,15.38461538,25,2.51,3682,2531,111,1398,1022,95.61438167,59.62070328,40.37929672,1072,756,69,247,2904,2079,1433,15,3682,3552,33,0,7,31,59,0.8962520369,0,0.8419337317,1.738185769,3682,170,699,282,661,701,541,628,4.617055948,18.98424769,7.658881043,23.60130364,31.26018468,17.05594785
underbanked,Carlyle,2019,IL,2.22E+08,2876,38.69958275,1113,995,768,138758,64847,3608,2876,732,1657,587,375,62,86,63.88415673,10.56218058,14.65076661,42.6,5.15,7207,5122,525,2822,1775,89.75009762,65.34556814,34.65443186,1977,1240,162,575,6054,4027,2864,12,7207,6808,55,75,66,88,115,0.7631469405,1.040654919,1.221035105,3.024836964,7207,226,1123,736,1034,1618,1046,1424,3.135840155,15.58207298,10.2122936,18.71791314,28.93020674,19.75856806
underbanked,Medina,2019,TN,2.13E+08,2315,26.0475162,603,868,844,83750,36880,2464,2315,149,1246,653,417,100,93,63.85911179,15.31393568,14.24196018,24.9,2.98,6902,4128,292,1757,2079,92.92635659,49.63662791,50.36337209,2488,1837,274,377,4812,3412,2310,5,6902,5942,620,48,20,119,153,8.982903506,0.695450594,1.724137931,11.40249203,6902,550,1827,397,1819,1215,604,490,7.968704723,26.47058824,5.751955955,34.43929296,40.19124891,7.099391481
underbanked,Millville,2019,MN,1.22E+08,1355,30.11070111,408,482,465,74099,36731,1447,1355,92,1059,259,164,34,23,63.32046332,13.12741313,8.88030888,19.4,2.55,3451,2259,160,1207,892,92.91722001,60.51350155,39.48649845,1061,635,127,299,2737,2020,1350,5,3451,3271,6,8,23,45,98,0.1738626485,0.2318168647,1.303969864,1.709649377,3451,205,619,368,512,719,508,520,5.940307157,17.9368299,10.66357578,23.87713706,34.54071284,15.0680962
underbanked,Baldwin,2019,WI,2.51E+08,3348,37.96296296,1271,1283,794,66630,35593,3518,3348,170,1038,895,561,172,113,62.68156425,19.21787709,12.62569832,25.5,2.43,8216,5528,334,3070,2124,93.95803184,61.57742402,38.42257598,2331,1575,179,577,6363,4536,3346,2,8216,7827,39,21,36,224,69,0.4746835443,0.2555988315,2.726387537,3.456669912,8216,576,1472,640,1641,1488,1187,1212,7.010710808,17.91626095,7.789678676,24.92697176,32.71665044,14.75170399
underbanked,Burnham,2019,PA,4.83E+07,837,48.6260454,407,290,140,50846,29722,955,837,118,713,304,187,80,22,61.51315789,26.31578947,7.236842105,19.9,2.27,1906,1366,127,938,301,90.70278184,77.96486091,22.03513909,484,344,3,137,1546,1039,837,0,1906,1879,22,0,0,0,5,1.154249738,0,0,1.154249738,1906,108,307,125,352,376,303,335,5.666316894,16.10703043,6.558237146,21.77334732,28.33158447,17.57607555
underbanked,Martins Ferry,2019,OH,2.79E+08,4605,55.93919653,2576,1394,635,165043,101431,5683,4605,1078,2126,1547,943,210,147,60.95669037,13.57466063,9.502262443,90.8,9.42,11103,8089,1027,5179,1883,87.30374583,76.72147361,23.27852639,2617,1714,104,799,9131,5373,4597,8,11103,9817,838,19,0,106,323,7.547509682,0.1711249212,0.9546969288,8.673331532,11103,739,1440,835,2175,2086,1694,2134,6.655858777,12.96946771,7.520489958,19.62532649,27.14581645,19.22003062
underbanked,Durand,2019,WI,1.16E+08,1610,45.96273292,740,515,355,52196,29395,1743,1610,133,727,362,220,59,31,60.77348066,16.29834254,8.563535912,21,2.4,3921,2718,302,1538,878,88.88888889,67.69683591,32.30316409,1032,637,60,335,3092,1916,1600,10,3921,3749,13,6,11,96,46,0.3315480745,0.1530221882,2.448355011,2.932925274,3921,280,617,306,669,656,639,754,7.14103545,15.73578169,7.804131599,22.87681714,30.68094874,19.22978832
underbanked,Alma,2019,KS,1.92E+08,2744,39.32215743,1079,1151,514,121686,60663,3294,2744,550,1559,399,240,43,39,60.15037594,10.77694236,9.77443609,42.1,4.9,6889,4724,218,2901,1605,95.38526672,66.02455546,33.97544454,1925,1284,163,478,5463,3476,2743,1,6889,6349,37,43,88,188,184,0.5370881115,0.6241834809,2.728988242,3.890259835,6889,406,1234,525,957,1291,1131,1345,5.893453331,17.91261431,7.620844825,23.80606764,31.42691247,19.52387865
underbanked,Archer,2019,FL,6.53E+08,5463,26.54219293,1450,1744,2269,171733,81216,5998,5463,535,2147,640,383,54,99,59.84375,8.4375,15.46875,35.4,5.77,15577,10665,706,3595,6364,93.38021566,40.32817628,59.67182372,4405,3161,496,748,12160,7987,5463,0,15577,11681,1494,44,1005,828,525,9.591063748,0.2824677409,5.315529306,15.18906079,15577,1135,2790,987,3010,3214,1971,2470,7.286383771,17.91102266,6.336265006,25.19740643,31.53367144,15.85671182
underbanked,Glenshaw,2019,PA,5.13E+08,5633,30.55210367,1721,2023,1889,218623,119133,6066,5633,433,3193,758,444,132,143,58.57519789,17.41424802,18.86543536,71.6,6.43,12332,9740,308,4209,5223,96.83778234,46.37577002,53.62422998,2126,1383,316,427,10565,7397,5633,0,12332,11953,30,0,109,29,211,0.2432695427,0,0.2351605579,0.4784301006,12332,677,1289,626,2827,2136,1936,2841,5.489782679,10.45248135,5.076224457,15.94226403,21.01848849,23.03762569
underbanked,Kingsland,2019,GA,6.39E+08,7546,44.97747151,3394,2449,1703,107004,62211,7988,7546,442,1879,3481,2033,625,742,58.40275783,17.95461074,21.31571388,51.4,5.38,20499,12382,1134,7470,3778,90.84154418,69.4879664,30.5120336,7319,4586,521,2212,15537,10982,7513,33,20499,13440,4031,183,877,655,1313,19.66437387,0.8927264745,3.195277818,23.75237816,20499,1373,4144,2600,5288,3433,2013,1648,6.697887702,20.21562027,12.68354554,26.91350798,39.59705351,8.039416557
underbanked,Dorchester,2019,WI,1.31E+08,1921,46.53826132,894,630,397,52188,30160,2044,1921,123,746,603,351,131,74,58.20895522,21.72470978,12.27197347,21.3,2.51,4950,3109,483,1913,713,84.46445803,77.06658089,22.93341911,1618,1046,55,517,3713,2506,1914,7,4950,4038,63,0,16,576,257,1.272727273,0,11.63636364,12.90909091,4950,369,1032,440,842,859,600,808,7.454545455,20.84848485,8.888888889,28.3030303,37.19191919,16.32323232
underbanked,Carlisle,2019,IA,3.88E+08,4734,36.73426278,1739,1667,1328,145921,77744,5006,4734,272,2344,757,439,93,215,57.99207398,12.28533686,28.4015852,43.1,5.61,13195,8000,706,4521,2773,91.175,65.3375,34.6625,4646,2941,334,1371,9890,7348,4699,35,13195,9102,901,77,1072,1156,887,6.82834407,0.5835543767,8.760894278,16.17279272,13195,948,2740,1507,2452,2776,1371,1401,7.184539598,20.76544146,11.4209928,27.94998105,39.37097385,10.6176582
underbanked,Boonville,2019,MO,2.22E+08,3475,50.67625899,1761,1149,565,150576,78896,4003,3475,528,2170,1192,691,234,173,57.96979866,19.63087248,14.51342282,73.1,7.16,9824,7179,885,4101,2193,87.67237777,69.45257,30.54743,2267,1494,219,554,8190,4154,3468,7,9824,7931,974,58,67,123,671,9.914495114,0.5903908795,1.252035831,11.75692182,9824,555,1259,831,2485,1656,1362,1676,5.649429967,12.81555375,8.458876221,18.46498371,26.92385993,17.06026059
underbanked,Baxter Springs,2019,KS,9.34E+07,1681,59.25044616,996,440,245,37188,20709,2106,1681,425,659,580,336,86,85,57.93103448,14.82758621,14.65517241,26.5,2.65,4509,2817,282,1670,865,89.98935037,69.29357472,30.70642528,1547,1232,106,209,3319,1815,1670,11,4509,3764,5,122,16,152,450,0.1108893324,2.705699712,3.371035706,6.18762475,4509,243,1165,284,858,616,611,732,5.389221557,25.83721446,6.298514083,31.22643602,37.5249501,16.23419827
underbanked,Aledo,2019,IL,2.49E+08,3378,37.30017762,1260,1309,809,122194,65874,3828,3378,450,1501,863,499,154,131,57.82155272,17.84472769,15.17960603,47.9,4.7,8183,5847,437,3697,1713,92.52608175,70.70292458,29.29707542,2051,1405,178,468,6668,4095,3378,0,8183,7744,98,2,55,183,101,1.19760479,0.02444091409,2.236343639,3.458389344,8183,440,1283,613,1237,1584,1162,1864,5.3770011,15.67884639,7.491140169,21.05584749,28.54698766,22.77893193
underbanked,Ashburnham,2019,MA,2.45E+08,2031,18.75923191,381,688,962,95625,41660,2589,2031,558,1603,173,100,21,23,57.80346821,12.13872832,13.29479769,20.5,2.98,6281,4239,109,1939,2191,97.42863883,48.31328143,51.68671857,1849,1268,257,324,4908,3647,2031,0,6281,6026,71,0,17,89,78,1.130393249,0,1.41697182,2.547365069,6281,490,1051,501,1176,1138,1096,829,7.801305525,16.7330043,7.976436873,24.53430982,32.5107467,13.19853527
underbanked,Anthony,2019,KS,9.22E+07,1499,47.49833222,712,584,203,96432,49674,2101,1499,602,1267,502,289,57,63,57.56972112,11.35458167,12.5498008,41.7,4.85,3745,2507,254,1635,618,89.86836857,75.34902274,24.65097726,1014,729,35,250,2886,1591,1497,2,3745,3464,2,49,21,170,39,0.05340453939,1.308411215,4.539385848,5.901201602,3745,318,640,280,578,539,525,865,8.491321762,17.0894526,7.476635514,25.58077437,33.05740988,23.09746328
underbanked,Fountain Hills,2019,AZ,1.48E+09,11918,27.59691223,3289,3721,4908,356453,179273,14539,11918,2621,5518,2531,1454,513,363,57.44764915,20.26866851,14.34215725,109.2,8.35,24729,21340,669,8000,12671,96.86504217,40.62324274,59.37675726,3045,2126,239,680,22432,11727,11752,166,24729,22545,89,62,617,963,453,0.3599013304,0.2507177807,3.894213272,4.504832383,24729,552,2067,770,2398,4516,5030,9396,2.232197016,8.358607303,3.113753083,10.59080432,13.7045574,37.99587529
underbanked,Adrian,2019,MN,9.84E+07,1248,41.18589744,514,474,260,59554,30091,1384,1248,136,688,208,119,16,40,57.21153846,7.692307692,19.23076923,22.1,2.47,3111,2079,142,1353,584,93.16979317,71.90957191,28.09042809,889,584,82,223,2460,1679,1247,1,3111,2847,7,13,49,134,61,0.225008036,0.4178720669,4.307296689,4.950176792,3111,218,517,297,482,574,452,571,7.007393121,16.61845066,9.546769527,23.62584378,33.17261331,18.35422694
underbanked,Bradley,2019,ME,1.26E+08,1955,42.35294118,828,738,389,54774,28876,2293,1955,338,901,422,241,84,55,57.10900474,19.90521327,13.03317536,19.8,2.41,4706,3493,156,2097,1240,95.53392499,64.50042943,35.49957057,960,644,56,260,3926,2660,1952,3,4706,4494,0,120,5,53,34,0,2.549936252,1.126221844,3.676158096,4706,408,499,306,1261,917,649,666,8.669783255,10.60348491,6.502337442,19.27326817,25.77560561,14.1521462
underbanked,Hillsboro,2019,TN,1.26E+08,1798,51.0567297,918,632,248,49421,26187,1964,1798,166,645,391,221,53,64,56.52173913,13.55498721,16.36828645,25.1,2.72,4910,3401,676,2056,669,80.12349309,80.32931491,19.67068509,1326,863,32,431,3887,2356,1753,45,4910,4390,6,0,11,111,392,0.1221995927,0,2.260692464,2.382892057,4910,336,830,343,1030,978,605,788,6.843177189,16.90427699,6.985743381,23.74745418,30.73319756,16.04887984
underbanked,Bourbonnais,2019,IL,9.09E+08,9702,33.65285508,3265,2895,3542,374933,158650,10805,9702,1103,5852,2690,1518,591,545,56.43122677,21.97026022,20.26022305,121.6,13.48,28893,17742,984,9262,7496,94.45383835,57.74997182,42.25002818,10189,5092,3127,1970,23361,15047,9702,0,28893,22938,2707,0,609,1764,875,9.369051327,0,6.105285017,15.47433634,28893,1522,4698,4931,4886,5433,3475,3948,5.267711903,16.25999377,17.06641747,21.52770567,38.59412314,13.66420932
underbanked,Bakers Mills,2019,NY,6.05E+07,1004,52.68924303,529,298,177,47750,24726,1934,1004,930,798,203,114,43,9,56.15763547,21.18226601,4.433497537,24.2,2.24,2333,1776,206,960,610,88.4009009,65.65315315,34.34684685,492,322,60,110,1984,992,1004,0,2333,2210,10,0,17,5,91,0.4286326618,0,0.2143163309,0.6429489927,2333,98,295,164,260,350,573,593,4.200600086,12.64466352,7.029575654,16.84526361,23.87483926,25.41791685
underbanked,Hancock,2019,NH,9.00E+07,781,29.0653009,227,257,297,69609,38005,932,781,151,1301,98,55,14,20,56.12244898,14.28571429,20.40816327,26,2.24,1747,1391,29,466,896,97.91516894,35.58590942,64.41409058,332,253,9,70,1513,985,781,0,1747,1652,5,0,5,49,36,0.2862049227,0,2.804808243,3.091013165,1747,40,225,91,113,373,353,552,2.289639382,12.87922152,5.208929594,15.1688609,20.3777905,31.59702347
underbanked,Arlington,2019,VT,8.91E+07,1057,38.69441816,409,426,222,60493,32972,1398,1057,341,1211,229,127,62,15,55.45851528,27.07423581,6.550218341,21.6,2.52,2662,1987,140,984,863,92.95420232,56.56768998,43.43231002,599,481,10,108,2114,1258,1046,11,2662,2505,0,0,81,59,17,0,0,2.216378663,2.216378663,2662,173,439,63,472,525,407,583,6.498873028,16.49135988,2.366641623,22.99023291,25.35687453,21.90082645
underbanked,Bath,2019,NY,3.09E+08,5192,58.93682589,3060,1442,690,120525,70497,6046,5192,854,1987,1933,1072,445,268,55.45783756,23.02121055,13.86445939,90.3,6.51,12029,8856,1176,5211,2469,86.72086721,72.12059621,27.87940379,2839,1922,110,807,9922,4931,5192,0,12029,10950,526,34,104,209,206,4.372765816,0.2826502619,1.737467786,6.392883864,12029,520,1795,858,1998,2194,2190,2474,4.322886358,14.92227118,7.132762491,19.24515754,26.37792003,20.56696317
underbanked,Buchanan,2019,VA,1.27E+08,1774,40.52987599,719,712,343,60119,30751,2158,1774,384,749,368,204,37,9,55.43478261,10.05434783,2.445652174,19.5,2.45,4346,3120,437,1910,773,85.99358974,75.22435897,24.77564103,1144,768,119,257,3559,2193,1762,12,4346,4069,114,13,0,11,139,2.623101703,0.2991256328,0.2531063046,3.17533364,4346,207,666,353,605,877,734,904,4.76300046,15.32443626,8.122411413,20.08743672,28.20984814,20.80073631
underbanked,Milton,2019,NY,1.42E+08,1670,35.4491018,592,535,543,73068,36829,1871,1670,201,1233,602,330,123,134,54.81727575,20.43189369,22.25913621,28.2,2.34,3909,3048,130,1485,1433,95.73490814,52.9855643,47.0144357,756,497,76,183,3363,2126,1652,18,3909,3392,93,0,0,327,97,2.379125096,0,8.365310821,10.74443592,3909,206,468,187,892,705,688,763,5.269889997,11.97237145,4.783832182,17.24226145,22.02609363,19.51905858
